date,water_level
2000-04-03,483
2000-04-04,458
2000-04-05,429
2000-04-06,393
2000-04-07,379
2000-04-08,375
2000-04-09,367
2000-04-10,352
2000-04-11,334
2000-04-12,314
2000-04-13,300
2000-04-14,301
2000-04-15,314
2000-04-16,326
2000-04-17,330
2000-04-18,325
2000-04-19,317
2000-04-20,314
2000-04-21,301
2000-04-22,295
2000-04-23,284
2000-04-24,279
2000-04-25,272
2000-04-26,276
2000-04-27,279
2000-04-28,288
2000-04-29,284
2000-04-30,283
2000-05-01,285
2000-05-02,289
2000-05-03,291
2000-05-04,299
2000-05-05,303
2000-05-06,321
2000-05-07,308
2000-05-08,308
2000-05-09,310
2000-05-10,307
2000-05-11,311
2000-05-12,307
2000-05-13,314
2000-05-14,337
2000-05-15,337
2000-05-16,330
2000-05-17,321
2000-05-18,315
2000-05-19,311
2000-05-20,314
2000-05-21,320
2000-05-22,323
2000-05-23,322
2000-05-24,318
2000-05-25,314
2000-05-26,305
2000-05-27,298
2000-05-28,282
2000-05-29,277
2000-05-30,277
2000-05-31,273
2000-06-01,276
2000-06-02,299
2000-06-03,383
2000-06-04,415
2000-06-05,390
2000-06-06,364
2000-06-07,353
2000-06-08,347
2000-06-09,344
2000-06-10,346
2000-06-11,331
2000-06-12,320
2000-06-13,320
2000-06-14,319
2000-06-15,300
2000-06-16,295
2000-06-17,301
2000-06-18,308
2000-06-19,301
2000-06-20,292
2000-06-21,278
2000-06-22,271
2000-06-23,256
2000-06-24,242
2000-06-25,238
2000-06-26,238
2000-06-27,237
2000-06-28,245
2000-06-29,233
2000-06-30,224
2000-07-01,209
2000-07-02,207
2000-07-03,221
2000-07-04,227
2000-07-05,243
2000-07-06,241
2000-07-07,241
2000-07-08,244
2000-07-09,254
2000-07-10,289
2000-07-11,282
2000-07-12,340
2000-07-13,347
2000-07-14,349
2000-07-15,344
2000-07-16,359
2000-07-17,391
2000-07-18,418
2000-07-19,434
2000-07-20,426
2000-07-21,399
2000-07-22,370
2000-07-23,345
2000-07-24,324
2000-07-25,315
2000-07-26,314
2000-07-27,302
2000-07-28,349
2000-07-29,360
2000-07-30,357
2000-07-31,349
2000-08-01,376
2000-08-02,376
2000-08-03,356
2000-08-04,358
2000-08-05,349
2000-08-06,335
2000-08-07,322
2000-08-08,311
2000-08-09,300
2000-08-10,340
2000-08-11,363
2000-08-12,347
2000-08-13,336
2000-08-14,325
2000-08-15,314
2000-08-16,300
2000-08-17,289
2000-08-18,277
2000-08-19,269
2000-08-20,267
2000-08-21,279
2000-08-22,285
2000-08-23,274
2000-08-24,276
2000-08-25,278
2000-08-26,263
2000-08-27,245
2000-08-28,254
2000-08-29,244
2000-08-30,232
2000-08-31,229
2000-09-01,227
2000-09-02,222
2000-09-03,227
2000-09-04,239
2000-09-05,254
2000-09-06,245
2000-09-07,254
2000-09-08,259
2000-09-09,268
2000-09-10,262
2000-09-11,262
2000-09-12,244
2000-09-13,226
2000-09-14,214
2000-09-15,216
2000-09-16,207
2000-09-17,206
2000-09-18,220
2000-09-19,250
2000-09-20,249
2000-09-21,243
2000-09-22,229
2000-09-23,241
2000-09-24,273
2000-09-25,315
2000-09-26,302
2000-09-27,277
2000-09-28,245
2000-09-29,245
2000-09-30,253
2000-10-01,252
2000-10-02,271
2000-10-03,306
2000-10-04,282
2000-10-05,257
2000-10-06,244
2000-10-07,234
2000-10-08,227
2000-10-09,222
2000-10-10,226
2000-10-11,257
2000-10-12,285
2000-10-13,341
2000-10-14,344
2000-10-15,335
2000-10-16,309
2000-10-17,301
2000-10-18,290
2000-10-19,280
2000-10-20,285
2000-10-21,290
2000-10-22,284
2000-10-23,275
2000-10-24,264
2000-10-25,249
2000-10-26,241
2000-10-27,231
2000-10-28,229
2000-10-29,233
2000-10-30,228
2000-10-31,221
2000-11-01,213
2000-11-02,239
2000-11-03,285
2000-11-04,311
2000-11-05,313
2000-11-06,314
2000-11-07,309
2000-11-08,317
2000-11-09,327
2000-11-10,336
2000-11-11,330
2000-11-12,315
2000-11-13,299
2000-11-14,288
2000-11-15,326
2000-11-16,372
2000-11-17,409
2000-11-18,396
2000-11-19,363
2000-11-20,340
2000-11-21,341
2000-11-22,337
2000-11-23,327
2000-11-24,338
2000-11-25,389
2000-11-26,410
2000-11-27,388
2000-11-28,396
2000-11-29,405
2000-11-30,391
2000-12-01,371
2000-12-02,357
2000-12-03,338
2000-12-04,332
2000-12-05,322
2000-12-06,311
2000-12-07,294
2000-12-08,285
2000-12-09,286
2000-12-10,311
2000-12-11,322
2000-12-12,325
2000-12-13,347
2000-12-14,339
2000-12-15,333
2000-12-16,369
2000-12-17,400
2000-12-18,390
2000-12-19,379
2000-12-20,363
2000-12-21,354
2000-12-22,341
2000-12-23,319
2000-12-24,289
2000-12-25,278
2000-12-26,264
2000-12-27,261
2000-12-28,287
2000-12-29,332
2000-12-30,319
2000-12-31,293
2001-01-01,277
2001-01-02,259
2001-01-03,258
2001-01-04,297
2001-01-05,323
2001-01-06,397
2001-01-07,541
2001-01-08,621
2001-01-09,616
2001-01-10,570
2001-01-11,523
2001-01-12,488
2001-01-13,470
2001-01-14,441
2001-01-15,410
2001-01-16,379
2001-01-17,347
2001-01-18,327
2001-01-19,306
2001-01-20,293
2001-01-21,280
2001-01-22,274
2001-01-23,280
2001-01-24,328
2001-01-25,408
2001-01-26,486
2001-01-27,504
2001-01-28,521
2001-01-29,533
2001-01-30,503
2001-01-31,455
2001-02-01,408
2001-02-02,374
2001-02-03,351
2001-02-04,341
2001-02-05,361
2001-02-06,481
2001-02-07,634
2001-02-08,670
2001-02-09,647
2001-02-10,584
2001-02-11,525
2001-02-12,471
2001-02-13,427
2001-02-14,395
2001-02-15,385
2001-02-16,366
2001-02-17,341
2001-02-18,334
2001-02-19,328
2001-02-20,315
2001-02-21,299
2001-02-22,290
2001-02-23,282
2001-02-24,286
2001-02-25,289
2001-02-26,300
2001-02-27,315
2001-02-28,302
2001-03-01,289
2001-03-02,279
2001-03-03,273
2001-03-04,269
2001-03-05,268
2001-03-06,297
2001-03-07,388
2001-03-08,445
2001-03-09,465
2001-03-10,464
2001-03-11,477
2001-03-12,484
2001-03-13,514
2001-03-14,594
2001-03-15,653
2001-03-16,701
2001-03-17,745
2001-03-18,764
2001-03-19,740
2001-03-20,717
2001-03-21,683
2001-03-22,656
2001-03-23,700
2001-03-24,798
2001-03-25,874
2001-03-26,905
2001-03-27,881
2001-03-28,841
2001-03-29,802
2001-03-30,758
2001-03-31,734
2001-04-01,685
2001-04-02,634
2001-04-03,597
2001-04-04,562
2001-04-05,526
2001-04-06,499
2001-04-07,485
2001-04-08,478
2001-04-09,478
2001-04-10,481
2001-04-11,481
2001-04-12,507
2001-04-13,531
2001-04-14,545
2001-04-15,541
2001-04-16,532
2001-04-17,547
2001-04-18,575
2001-04-19,586
2001-04-20,583
2001-04-21,569
2001-04-22,545
2001-04-23,519
2001-04-24,503
2001-04-25,490
2001-04-26,490
2001-04-27,517
2001-04-28,518
2001-04-29,531
2001-04-30,545
2001-05-01,546
2001-05-02,551
2001-05-03,524
2001-05-04,486
2001-05-05,470
2001-05-06,447
2001-05-07,431
2001-05-08,447
2001-05-09,447
2001-05-10,434
2001-05-11,421
2001-05-12,403
2001-05-13,388
2001-05-14,375
2001-05-15,369
2001-05-16,357
2001-05-17,360
2001-05-18,368
2001-05-19,390
2001-05-20,431
2001-05-21,436
2001-05-22,433
2001-05-23,413
2001-05-24,389
2001-05-25,370
2001-05-26,355
2001-05-27,343
2001-05-28,340
2001-05-29,334
2001-05-30,321
2001-05-31,313
2001-06-01,305
2001-06-02,301
2001-06-03,311
2001-06-04,311
2001-06-05,313
2001-06-06,317
2001-06-07,322
2001-06-08,325
2001-06-09,319
2001-06-10,322
2001-06-11,327
2001-06-12,341
2001-06-13,375
2001-06-14,406
2001-06-15,425
2001-06-16,414
2001-06-17,403
2001-06-18,414
2001-06-19,406
2001-06-20,410
2001-06-21,417
2001-06-22,428
2001-06-23,425
2001-06-24,417
2001-06-25,401
2001-06-26,390
2001-06-27,373
2001-06-28,367
2001-06-29,351
2001-06-30,362
2001-07-01,367
2001-07-02,362
2001-07-03,355
2001-07-04,333
2001-07-05,311
2001-07-06,311
2001-07-07,303
2001-07-08,304
2001-07-09,305
2001-07-10,300
2001-07-11,305
2001-07-12,299
2001-07-13,293
2001-07-14,290
2001-07-15,298
2001-07-16,311
2001-07-17,303
2001-07-18,316
2001-07-19,354
2001-07-20,390
2001-07-21,378
2001-07-22,355
2001-07-23,339
2001-07-24,334
2001-07-25,334
2001-07-26,332
2001-07-27,325
2001-07-28,316
2001-07-29,302
2001-07-30,289
2001-07-31,282
2001-08-01,270
2001-08-02,257
2001-08-03,249
2001-08-04,240
2001-08-05,241
2001-08-06,250
2001-08-07,255
2001-08-08,264
2001-08-09,272
2001-08-10,273
2001-08-11,264
2001-08-12,264
2001-08-13,256
2001-08-14,254
2001-08-15,245
2001-08-16,238
2001-08-17,230
2001-08-18,221
2001-08-19,215
2001-08-20,217
2001-08-21,220
2001-08-22,212
2001-08-23,221
2001-08-24,220
2001-08-25,210
2001-08-26,203
2001-08-27,198
2001-08-28,193
2001-08-29,183
2001-08-30,177
2001-08-31,174
2001-09-01,175
2001-09-02,189
2001-09-03,182
2001-09-04,198
2001-09-05,194
2001-09-06,199
2001-09-07,200
2001-09-08,217
2001-09-09,238
2001-09-10,243
2001-09-11,254
2001-09-12,290
2001-09-13,319
2001-09-14,322
2001-09-15,323
2001-09-16,325
2001-09-17,325
2001-09-18,347
2001-09-19,349
2001-09-20,370
2001-09-21,407
2001-09-22,428
2001-09-23,445
2001-09-24,436
2001-09-25,400
2001-09-26,373
2001-09-27,364
2001-09-28,349
2001-09-29,327
2001-09-30,313
2001-10-01,300
2001-10-02,293
2001-10-03,288
2001-10-04,300
2001-10-05,303
2001-10-06,306
2001-10-07,313
2001-10-08,295
2001-10-09,286
2001-10-10,286
2001-10-11,295
2001-10-12,289
2001-10-13,272
2001-10-14,258
2001-10-15,247
2001-10-16,241
2001-10-17,232
2001-10-18,218
2001-10-19,209
2001-10-20,206
2001-10-21,198
2001-10-22,197
2001-10-23,197
2001-10-24,194
2001-10-25,197
2001-10-26,204
2001-10-27,209
2001-10-28,231
2001-10-29,244
2001-10-30,237
2001-10-31,223
2001-11-01,213
2001-11-02,200
2001-11-03,193
2001-11-04,191
2001-11-05,190
2001-11-06,183
2001-11-07,175
2001-11-08,172
2001-11-09,201
2001-11-10,325
2001-11-11,440
2001-11-12,437
2001-11-13,380
2001-11-14,329
2001-11-15,300
2001-11-16,285
2001-11-17,273
2001-11-18,254
2001-11-19,240
2001-11-20,231
2001-11-21,218
2001-11-22,214
2001-11-23,220
2001-11-24,231
2001-11-25,245
2001-11-26,261
2001-11-27,273
2001-11-28,293
2001-11-29,340
2001-11-30,401
2001-12-01,443
2001-12-02,506
2001-12-03,561
2001-12-04,581
2001-12-05,541
2001-12-06,499
2001-12-07,471
2001-12-08,453
2001-12-09,431
2001-12-10,402
2001-12-11,378
2001-12-12,351
2001-12-13,328
2001-12-14,315
2001-12-15,299
2001-12-16,282
2001-12-17,264
2001-12-18,246
2001-12-19,240
2001-12-20,229
2001-12-21,225
2001-12-22,222
2001-12-23,221
2001-12-24,214
2001-12-25,209
2001-12-26,219
2001-12-27,235
2001-12-28,252
2001-12-29,258
2001-12-30,301
2001-12-31,437
2002-01-01,590
2002-01-02,662
2002-01-03,621
2002-01-04,475
2002-01-05,404
2002-01-06,351
2002-01-07,313
2002-01-08,295
2002-01-09,282
2002-01-10,265
2002-01-11,255
2002-01-12,245
2002-01-13,237
2002-01-14,227
2002-01-15,218
2002-01-16,213
2002-01-17,210
2002-01-18,208
2002-01-19,198
2002-01-20,200
2002-01-21,204
2002-01-22,324
2002-01-23,466
2002-01-24,494
2002-01-25,474
2002-01-26,481
2002-01-27,494
2002-01-28,528
2002-01-29,639
2002-01-30,687
2002-01-31,684
2002-02-01,604
2002-02-02,549
2002-02-03,505
2002-02-04,446
2002-02-05,397
2002-02-06,363
2002-02-07,342
2002-02-08,333
2002-02-09,327
2002-02-10,329
2002-02-11,395
2002-02-12,495
2002-02-13,529
2002-02-14,595
2002-02-15,685
2002-02-16,701
2002-02-17,663
2002-02-18,575
2002-02-19,520
2002-02-20,467
2002-02-21,467
2002-02-22,619
2002-02-23,693
2002-02-24,711
2002-02-25,668
2002-02-26,675
2002-02-27,731
2002-02-28,795
2002-03-01,823
2002-03-02,793
2002-03-03,751
2002-03-04,695
2002-03-05,644
2002-03-06,589
2002-03-07,538
2002-03-08,496
2002-03-09,464
2002-03-10,434
2002-03-11,403
2002-03-12,389
2002-03-13,363
2002-03-14,349
2002-03-15,340
2002-03-16,335
2002-03-17,332
2002-03-18,319
2002-03-19,310
2002-03-20,403
2002-03-21,418
2002-03-22,584
2002-03-23,736
2002-03-24,811
2002-03-25,799
2002-03-26,733
2002-03-27,666
2002-03-28,598
2002-03-29,533
2002-03-30,485
2002-03-31,443
2002-04-01,415
2002-04-02,391
2002-04-03,372
2002-04-04,353
2002-04-05,337
2002-04-06,327
2002-04-07,310
2002-04-08,297
2002-04-09,286
2002-04-10,273
2002-04-11,265
2002-04-12,259
2002-04-13,254
2002-04-14,247
2002-04-15,243
2002-04-16,259
2002-04-17,268
2002-04-18,280
2002-04-19,290
2002-04-20,281
2002-04-21,276
2002-04-22,276
2002-04-23,258
2002-04-24,243
2002-04-25,236
2002-04-26,224
2002-04-27,227
2002-04-28,238
2002-04-29,261
2002-04-30,279
2002-05-01,288
2002-05-02,268
2002-05-03,253
2002-05-04,251
2002-05-05,282
2002-05-06,420
2002-05-07,535
2002-05-08,556
2002-05-09,522
2002-05-10,474
2002-05-11,432
2002-05-12,408
2002-05-13,407
2002-05-14,411
2002-05-15,414
2002-05-16,400
2002-05-17,384
2002-05-18,352
2002-05-19,338
2002-05-20,322
2002-05-21,316
2002-05-22,324
2002-05-23,320
2002-05-24,307
2002-05-25,302
2002-05-26,306
2002-05-27,322
2002-05-28,321
2002-05-29,313
2002-05-30,314
2002-05-31,335
2002-06-01,340
2002-06-02,322
2002-06-03,301
2002-06-04,295
2002-06-05,277
2002-06-06,281
2002-06-07,278
2002-06-08,290
2002-06-09,304
2002-06-10,325
2002-06-11,365
2002-06-12,366
2002-06-13,365
2002-06-14,369
2002-06-15,367
2002-06-16,339
2002-06-17,325
2002-06-18,314
2002-06-19,300
2002-06-20,286
2002-06-21,288
2002-06-22,280
2002-06-23,279
2002-06-24,280
2002-06-25,273
2002-06-26,265
2002-06-27,276
2002-06-28,285
2002-06-29,267
2002-06-30,262
2002-07-01,258
2002-07-02,268
2002-07-03,261
2002-07-04,258
2002-07-05,251
2002-07-06,248
2002-07-07,241
2002-07-08,234
2002-07-09,231
2002-07-10,230
2002-07-11,247
2002-07-12,250
2002-07-13,245
2002-07-14,237
2002-07-15,228
2002-07-16,231
2002-07-17,229
2002-07-18,233
2002-07-19,307
2002-07-20,364
2002-07-21,380
2002-07-22,375
2002-07-23,344
2002-07-24,315
2002-07-25,297
2002-07-26,284
2002-07-27,277
2002-07-28,269
2002-07-29,264
2002-07-30,248
2002-07-31,237
2002-08-01,228
2002-08-02,229
2002-08-03,240
2002-08-04,260
2002-08-05,251
2002-08-06,234
2002-08-07,233
2002-08-08,221
2002-08-09,221
2002-08-10,235
2002-08-11,247
2002-08-12,256
2002-08-13,270
2002-08-14,336
2002-08-15,367
2002-08-16,395
2002-08-17,381
2002-08-18,363
2002-08-19,349
2002-08-20,343
2002-08-21,332
2002-08-22,330
2002-08-23,327
2002-08-24,322
2002-08-25,310
2002-08-26,288
2002-08-27,272
2002-08-28,256
2002-08-29,266
2002-08-30,305
2002-08-31,287
2002-09-01,
2002-09-02,259
2002-09-03,243
2002-09-04,232
2002-09-05,234
2002-09-06,273
2002-09-07,273
2002-09-08,264
2002-09-09,255
2002-09-10,247
2002-09-11,242
2002-09-12,235
2002-09-13,243
2002-09-14,252
2002-09-15,256
2002-09-16,244
2002-09-17,225
2002-09-18,209
2002-09-19,200
2002-09-20,192
2002-09-21,186
2002-09-22,178
2002-09-23,173
2002-09-24,184
2002-09-25,197
2002-09-26,211
2002-09-27,242
2002-09-28,308
2002-09-29,390
2002-09-30,394
2002-10-01,340
2002-10-02,312
2002-10-03,281
2002-10-04,263
2002-10-05,252
2002-10-06,251
2002-10-07,251
2002-10-08,264
2002-10-09,280
2002-10-10,310
2002-10-11,298
2002-10-12,270
2002-10-13,253
2002-10-14,237
2002-10-15,232
2002-10-16,223
2002-10-17,218
2002-10-18,246
2002-10-19,295
2002-10-20,350
2002-10-21,393
2002-10-22,399
2002-10-23,391
2002-10-24,394
2002-10-25,418
2002-10-26,419
2002-10-27,435
2002-10-28,484
2002-10-29,539
2002-10-30,520
2002-10-31,467
2002-11-01,427
2002-11-02,397
2002-11-03,381
2002-11-04,414
2002-11-05,497
2002-11-06,566
2002-11-07,597
2002-11-08,595
2002-11-09,585
2002-11-10,594
2002-11-11,625
2002-11-12,655
2002-11-13,727
2002-11-14,740
2002-11-15,722
2002-11-16,686
2002-11-17,664
2002-11-18,679
2002-11-19,693
2002-11-20,672
2002-11-21,637
2002-11-22,609
2002-11-23,594
2002-11-24,575
2002-11-25,559
2002-11-26,540
2002-11-27,528
2002-11-28,512
2002-11-29,495
2002-11-30,479
2002-12-01,481
2002-12-02,488
2002-12-03,491
2002-12-04,502
2002-12-05,501
2002-12-06,486
2002-12-07,463
2002-12-08,438
2002-12-09,418
2002-12-10,395
2002-12-11,374
2002-12-12,355
2002-12-13,339
2002-12-14,330
2002-12-15,321
2002-12-16,318
2002-12-17,313
2002-12-18,321
2002-12-19,327
2002-12-20,367
2002-12-21,383
2002-12-22,369
2002-12-23,391
2002-12-24,502
2002-12-25,571
2002-12-26,570
2002-12-27,544
2002-12-28,535
2002-12-29,519
2002-12-30,509
2002-12-31,565
2003-01-01,668
2003-01-02,679
2003-01-03,702
2003-01-04,845
2003-01-05,933
2003-01-06,916
2003-01-07,877
2003-01-08,840
2003-01-09,773
2003-01-10,685
2003-01-11,592
2003-01-12,527
2003-01-13,480
2003-01-14,439
2003-01-15,420
2003-01-16,408
2003-01-17,400
2003-01-18,402
2003-01-19,401
2003-01-20,388
2003-01-21,374
2003-01-22,369
2003-01-23,397
2003-01-24,423
2003-01-25,433
2003-01-26,437
2003-01-27,432
2003-01-28,422
2003-01-29,424
2003-01-30,440
2003-01-31,480
2003-02-01,503
2003-02-02,481
2003-02-03,446
2003-02-04,427
2003-02-05,461
2003-02-06,518
2003-02-07,531
2003-02-08,495
2003-02-09,453
2003-02-10,428
2003-02-11,412
2003-02-12,395
2003-02-13,373
2003-02-14,354
2003-02-15,340
2003-02-16,325
2003-02-17,306
2003-02-18,296
2003-02-19,282
2003-02-20,276
2003-02-21,269
2003-02-22,263
2003-02-23,259
2003-02-24,252
2003-02-25,246
2003-02-26,241
2003-02-27,238
2003-02-28,238
2003-03-01,239
2003-03-02,239
2003-03-03,256
2003-03-04,302
2003-03-05,364
2003-03-06,417
2003-03-07,414
2003-03-08,402
2003-03-09,392
2003-03-10,389
2003-03-11,365
2003-03-12,351
2003-03-13,341
2003-03-14,331
2003-03-15,326
2003-03-16,328
2003-03-17,316
2003-03-18,300
2003-03-19,281
2003-03-20,271
2003-03-21,264
2003-03-22,254
2003-03-23,249
2003-03-24,239
2003-03-25,234
2003-03-26,222
2003-03-27,222
2003-03-28,222
2003-03-29,221
2003-03-30,209
2003-03-31,208
2003-04-01,207
2003-04-02,210
2003-04-03,217
2003-04-04,234
2003-04-05,250
2003-04-06,252
2003-04-07,244
2003-04-08,233
2003-04-09,221
2003-04-10,213
2003-04-11,207
2003-04-12,201
2003-04-13,197
2003-04-14,200
2003-04-15,198
2003-04-16,195
2003-04-17,184
2003-04-18,182
2003-04-19,173
2003-04-20,173
2003-04-21,170
2003-04-22,168
2003-04-23,170
2003-04-24,171
2003-04-25,173
2003-04-26,174
2003-04-27,182
2003-04-28,175
2003-04-29,175
2003-04-30,175
2003-05-01,186
2003-05-02,183
2003-05-03,190
2003-05-04,201
2003-05-05,204
2003-05-06,206
2003-05-07,210
2003-05-08,206
2003-05-09,205
2003-05-10,203
2003-05-11,209
2003-05-12,225
2003-05-13,230
2003-05-14,229
2003-05-15,230
2003-05-16,236
2003-05-17,237
2003-05-18,236
2003-05-19,234
2003-05-20,245
2003-05-21,272
2003-05-22,277
2003-05-23,272
2003-05-24,275
2003-05-25,276
2003-05-26,275
2003-05-27,275
2003-05-28,254
2003-05-29,244
2003-05-30,236
2003-05-31,233
2003-06-01,
2003-06-02,240
2003-06-03,238
2003-06-04,245
2003-06-05,231
2003-06-06,223
2003-06-07,221
2003-06-08,221
2003-06-09,219
2003-06-10,225
2003-06-11,237
2003-06-12,238
2003-06-13,238
2003-06-14,233
2003-06-15,223
2003-06-16,218
2003-06-17,223
2003-06-18,236
2003-06-19,225
2003-06-20,213
2003-06-21,214
2003-06-22,215
2003-06-23,207
2003-06-24,201
2003-06-25,193
2003-06-26,176
2003-06-27,172
2003-06-28,171
2003-06-29,166
2003-06-30,161
2003-07-01,161
2003-07-02,157
2003-07-03,160
2003-07-04,175
2003-07-05,184
2003-07-06,187
2003-07-07,183
2003-07-08,187
2003-07-09,177
2003-07-10,166
2003-07-11,151
2003-07-12,146
2003-07-13,143
2003-07-14,131
2003-07-15,125
2003-07-16,117
2003-07-17,112
2003-07-18,110
2003-07-19,115
2003-07-20,113
2003-07-21,114
2003-07-22,122
2003-07-23,137
2003-07-24,133
2003-07-25,136
2003-07-26,126
2003-07-27,135
2003-07-28,148
2003-07-29,153
2003-07-30,157
2003-07-31,156
2003-08-01,154
2003-08-02,150
2003-08-03,145
2003-08-04,141
2003-08-05,133
2003-08-06,124
2003-08-07,118
2003-08-08,113
2003-08-09,108
2003-08-10,100
2003-08-11,94
2003-08-12,92
2003-08-13,87
2003-08-14,84
2003-08-15,79
2003-08-16,74
2003-08-17,74
2003-08-18,78
2003-08-19,99
2003-08-20,96
2003-08-21,98
2003-08-22,95
2003-08-23,89
2003-08-24,85
2003-08-25,80
2003-08-26,76
2003-08-27,74
2003-08-28,71
2003-08-29,71
2003-08-30,77
2003-08-31,86
2003-09-01,97
2003-09-02,94
2003-09-03,97
2003-09-04,98
2003-09-05,103
2003-09-06,102
2003-09-07,89
2003-09-08,83
2003-09-09,97
2003-09-10,120
2003-09-11,109
2003-09-12,92
2003-09-13,90
2003-09-14,86
2003-09-15,84
2003-09-16,86
2003-09-17,87
2003-09-18,77
2003-09-19,69
2003-09-20,65
2003-09-21,65
2003-09-22,62
2003-09-23,57
2003-09-24,50
2003-09-25,48
2003-09-26,42
2003-09-27,44
2003-09-28,42
2003-09-29,42
2003-09-30,39
2003-10-01,42
2003-10-02,52
2003-10-03,54
2003-10-04,70
2003-10-05,74
2003-10-06,69
2003-10-07,82
2003-10-08,109
2003-10-09,163
2003-10-10,192
2003-10-11,224
2003-10-12,237
2003-10-13,243
2003-10-14,236
2003-10-15,214
2003-10-16,196
2003-10-17,180
2003-10-18,171
2003-10-19,158
2003-10-20,146
2003-10-21,139
2003-10-22,134
2003-10-23,139
2003-10-24,137
2003-10-25,138
2003-10-26,134
2003-10-27,127
2003-10-28,123
2003-10-29,121
2003-10-30,117
2003-10-31,115
2003-11-01,122
2003-11-02,135
2003-11-03,144
2003-11-04,148
2003-11-05,151
2003-11-06,163
2003-11-07,152
2003-11-08,147
2003-11-09,137
2003-11-10,127
2003-11-11,117
2003-11-12,110
2003-11-13,105
2003-11-14,98
2003-11-15,97
2003-11-16,98
2003-11-17,111
2003-11-18,127
2003-11-19,144
2003-11-20,146
2003-11-21,149
2003-11-22,137
2003-11-23,125
2003-11-24,119
2003-11-25,110
2003-11-26,109
2003-11-27,100
2003-11-28,102
2003-11-29,109
2003-11-30,117
2003-12-01,139
2003-12-02,162
2003-12-03,168
2003-12-04,153
2003-12-05,137
2003-12-06,135
2003-12-07,130
2003-12-08,126
2003-12-09,118
2003-12-10,111
2003-12-11,112
2003-12-12,100
2003-12-13,99
2003-12-14,119
2003-12-15,175
2003-12-16,213
2003-12-17,213
2003-12-18,208
2003-12-19,191
2003-12-20,169
2003-12-21,154
2003-12-22,149
2003-12-23,162
2003-12-24,180
2003-12-25,203
2003-12-26,205
2003-12-27,188
2003-12-28,175
2003-12-29,167
2003-12-30,167
2003-12-31,174
2004-01-01,168
2004-01-02,152
2004-01-03,142
2004-01-04,136
2004-01-05,121
2004-01-06,120
2004-01-07,117
2004-01-08,118
2004-01-09,128
2004-01-10,137
2004-01-11,176
2004-01-12,229
2004-01-13,329
2004-01-14,475
2004-01-15,600
2004-01-16,680
2004-01-17,740
2004-01-18,753
2004-01-19,683
2004-01-20,635
2004-01-21,608
2004-01-22,585
2004-01-23,570
2004-01-24,524
2004-01-25,471
2004-01-26,426
2004-01-27,393
2004-01-28,366
2004-01-29,339
2004-01-30,323
2004-01-31,302
2004-02-01,294
2004-02-02,295
2004-02-03,378
2004-02-04,429
2004-02-05,419
2004-02-06,396
2004-02-07,378
2004-02-08,348
2004-02-09,334
2004-02-10,337
2004-02-11,359
2004-02-12,365
2004-02-13,357
2004-02-14,351
2004-02-15,337
2004-02-16,317
2004-02-17,302
2004-02-18,289
2004-02-19,278
2004-02-20,264
2004-02-21,251
2004-02-22,238
2004-02-23,225
2004-02-24,220
2004-02-25,213
2004-02-26,219
2004-02-27,220
2004-02-28,216
2004-02-29,209
2004-03-01,201
2004-03-02,199
2004-03-03,188
2004-03-04,181
2004-03-05,175
2004-03-06,172
2004-03-07,167
2004-03-08,169
2004-03-09,211
2004-03-10,173
2004-03-11,180
2004-03-12,177
2004-03-13,173
2004-03-14,169
2004-03-15,176
2004-03-16,181
2004-03-17,189
2004-03-18,200
2004-03-19,203
2004-03-20,203
2004-03-21,204
2004-03-22,220
2004-03-23,257
2004-03-24,282
2004-03-25,290
2004-03-26,281
2004-03-27,274
2004-03-28,273
2004-03-29,268
2004-03-30,253
2004-03-31,237
2004-04-01,225
2004-04-02,212
2004-04-03,210
2004-04-04,207
2004-04-05,210
2004-04-06,209
2004-04-07,212
2004-04-08,224
2004-04-09,254
2004-04-10,284
2004-04-11,288
2004-04-12,272
2004-04-13,261
2004-04-14,243
2004-04-15,237
2004-04-16,223
2004-04-17,214
2004-04-18,208
2004-04-19,196
2004-04-20,190
2004-04-21,191
2004-04-22,187
2004-04-23,188
2004-04-24,193
2004-04-25,192
2004-04-26,186
2004-04-27,183
2004-04-28,188
2004-04-29,189
2004-04-30,190
2004-05-01,189
2004-05-02,190
2004-05-03,193
2004-05-04,202
2004-05-05,201
2004-05-06,195
2004-05-07,194
2004-05-08,232
2004-05-09,314
2004-05-10,451
2004-05-11,439
2004-05-12,422
2004-05-13,399
2004-05-14,366
2004-05-15,328
2004-05-16,303
2004-05-17,286
2004-05-18,263
2004-05-19,248
2004-05-20,226
2004-05-21,218
2004-05-22,209
2004-05-23,206
2004-05-24,209
2004-05-25,221
2004-05-26,226
2004-05-27,222
2004-05-28,215
2004-05-29,209
2004-05-30,203
2004-05-31,204
2004-06-01,206
2004-06-02,206
2004-06-03,205
2004-06-04,204
2004-06-05,227
2004-06-06,273
2004-06-07,342
2004-06-08,364
2004-06-09,347
2004-06-10,331
2004-06-11,319
2004-06-12,318
2004-06-13,325
2004-06-14,319
2004-06-15,310
2004-06-16,300
2004-06-17,293
2004-06-18,285
2004-06-19,278
2004-06-20,268
2004-06-21,259
2004-06-22,250
2004-06-23,243
2004-06-24,246
2004-06-25,242
2004-06-26,234
2004-06-27,223
2004-06-28,213
2004-06-29,206
2004-06-30,198
2004-07-01,193
2004-07-02,190
2004-07-03,188
2004-07-04,198
2004-07-05,201
